movie_id###title###budget###homepage###overview###popularity###release_date###revenue###runtime###movie_status###tagline###vote_average###vote_count;;;;;;;
608###Men in Black II###140000000###http://www.sonypictures.com/homevideo/meninblackii/###Kay and Jay reunite to provide our best, last and only line of defense against a sinister seductress who levels the toughest challenge yet to the MIB's untarnished mission statement – protecting Earth from the scum of the universe. It's been four years since the alien-seeking agents averted an intergalactic disaster of epic proportions. Now it's a race against the clock as Jay must convince Kay – who not only has absolutely no memory of his time spent with the MIB, but is also the only living person left with the expertise to save the galaxy – to reunite with the MIB before the earth submits to ultimate destruction.###91.332849###2002-07-03###441818803###88###Released###Same Planet. New Scum.###6.0###3114;;;;;;;
609###Poltergeist###10700000######Steve Freeling lives with his wife, Diane, and their three children, Dana, Robbie, and Carol Anne, in Southern California where he sells houses for the company that built the neighborhood. It starts with just a few odd occurrences, such as broken dishes and furniture moving around by itself. However, when he realizes that something truly evil haunts his home, Steve calls in a team of parapsychologists led by Dr. Lesh to help before it's too late.###36.230204###1982-06-04###122200000###114###Released###They're here.###7.0###794;;;;;;;
612###Munich###70000000######During the 1972 Olympic Games in Munich, eleven Israeli athletes are taken hostage and murdered by a Palestinian terrorist group known as Black September. In retaliation, the Israeli government recruits a group of Mossad agents to track down and execute those responsible for the attack.###29.035222###2005-12-22###130358911###164###Released###The world was watching in 1972 as 11 Israeli athletes were murdered at the Munich Olympics. This is the story of what happened next.###6.9###696;;;;;;;
613###Der Untergang###18339750###http://www.downfallthefilm.com/###In April of 1945, Germany stands at the brink of defeat with the Russian Army closing in from the east and the Allied Expeditionary Force attacking from the west. In Berlin, capital of the Third Reich, Adolf Hitler proclaims that Germany will still achieve victory and orders his generals and advisers to fight to the last man. When the end finally does come, and Hitler lies dead by his own hand, what is left of his military must find a way to end the killing that is the Battle of Berlin, and lay down their arms in surrender.###32.445895###2004-09-08###92180910###156###Released###April 1945, a nation awaits its...Downfall###7.7###1037;;;;;;;
615###The Passion of the Christ###30000000###http://www.thepassionofthechrist.com/###The Passion of the Christ is a film about the last 12 hours in the life of Jesus. Director Mel Gibson received much criticism from critics and audiences for his explicit depiction of and focus on violence and on christs suffering, especially on the part of the jewish community. The films languages are Arabic, Latin and Hebrew and its actors are laymen which was controversially received as well.###38.171417###2004-02-25###611899420###127###Released###By his wounds, we were healed.###6.9###864;;;;;;;
616###The Last Samurai###140000000######Nathan Algren is an American hired to instruct the Japanese army in the ways of modern warfare, which finds him learning to respect the samurai and the honorable principles that rule them. Pressed to destroy the samurai's way of life in the name of modernization and open trade, Algren decides to become an ultimate warrior himself and to fight for their right to exist.###52.341226###2003-12-05###456758981###154###Released###In the face of an enemy, in the heart of one man, lies the soul of a warrior.###7.3###1895;;;;;;;
617###Wild Things###20000000######When teen-socialite Kelly Van Ryan (Richards) and troubled bad girl Suzie Toller (Campbell) accuse guidance counselor Sam Lombardo (Dillon) of rape, he's suspended by the school, rejected by the town, and fighting to get his life back. One cop (Bacon) suspects conspiracy, but nothing is what it seems...###25.041992###1998-03-20###67200000###108###Released###They're dying to play with you.###6.3###444;;;;;;;
619###The Bodyguard###25000000######A former Secret Service agent grudgingly takes an assignment to protect a pop idol who's threatened by a crazed fan. At first, the safety-obsessed bodyguard and the self-indulgent diva totally clash. But before long, all that tension sparks fireworks of another sort, and the love-averse tough guy is torn between duty and romance.###26.576385###1992-11-25###411006740###129###Released###Never let her out of your sight. Never let your guard down. Never fall in love.###6.1###661;;;;;;;
621###Grease###6000000######Australian good girl Sandy and greaser Danny fell in love over the summer. But when they unexpectedly discover they're now in the same high school, will they be able to rekindle their romance despite their eccentric friends?###67.608041###1978-07-07###181813770###110###Released###Grease is the word###7.2###1581;;;;;;;
622###The Ninth Gate###38000000######An all-expenses-paid international search for a rare copy of the book, 'The Nine Gates of the Shadow Kingdom' brings an unscrupulous book dealer deep into a world of murder, double-dealing and satanic worship.###30.359164###1999-08-24###58401898###133###Released###Every book has a life of its own.###6.3###756;;;;;;;
627###Trainspotting###4000000###http://www.miramax.com/movie/trainspotting/###Renton, deeply immersed in the Edinburgh drug scene, tries to clean up and get out, despite the allure of the drugs and influence of friends.###63.513324###1996-02-23###16491080###93###Released###Choose life.###7.8###2655;;;;;;;
628###Interview with the Vampire###60000000######A vampire relates his epic life story of love, betrayal, loneliness, and dark hunger to an over-curious reporter.###50.163785###1994-11-11###223664608###123###Released###Drink from me and live forever###7.2###1516;;;;;;;
629###The Usual Suspects###6000000###http://www.mgm.com/#/our-titles/2083/The-Usual-Suspects###Held in an L.A. interrogation room, Verbal Kint attempts to convince the feds that a mythic crime lord, Keyser Soze, not only exists, but was also responsible for drawing him and his four partners into a multi-million dollar heist that ended with an explosion in San Pedro harbor – leaving few survivors. Verbal lures his interrogators with an incredible story of the crime lord's almost supernatural prowess.###64.025031###1995-07-19###23341568###106###Released###Five Criminals. One Line Up. No Coincidence.###8.1###3254;;;;;;;
630###The Wizard of Oz###2777000###http://thewizardofoz.warnerbros.com/###Young Dorothy finds herself in a magical world where she makes friends with a lion, a scarecrow and a tin man as they make their way along the yellow brick road to talk with the Wizard and ask for the things they miss most in their lives. The Wicked Witch of the West is the only thing that could stop them.###67.417542###1939-08-15###33754967###102###Released###We're off to see the Wizard, the wonderful Wizard of Oz!###7.4###1642;;;;;;;
634###Bridget Jones's Diary###25000000######A chaotic Bridget Jones meets a snobbish lawyer, and he soon enters her world of imperfections.###35.310712###2001-04-13###281929795###97###Released###Health Warning: Adopting Bridget's lifestyle could seriously damage your health.###6.5###1356;;;;;;;
639###When Harry Met Sally...###16000000######During their travels from Chicago to New York, Harry and Sally Will debate whether or not sex ruins a perfect relationship between a man and a woman. Eleven years and later, they're still no closer to finding the answer.###18.430419###1989-07-21###92823546###96###Released###Can two friends sleep together and still love each other in the morning?###7.3###950;;;;;;;
640###Catch Me If You Can###52000000###https://www.facebook.com/CatchMeIfYouCanMovie###A true story about Frank Abagnale Jr. who, before his 19th birthday, successfully conned millions of dollars worth of checks as a Pan Am pilot, doctor, and legal prosecutor. An FBI agent makes it his mission to put him behind bars. But Frank not only eludes capture, he revels in the pursuit.###73.944049###2002-12-25###352114312###141###Released###The true story of a real fake.###7.7###3795;;;;;;;
641###Requiem for a Dream###4500000###http://www.requiemforadream.com/###The hopes and dreams of four ambitious people are shattered when their drug addictions begin spiraling out of control. A look into addiction and how it overcomes the mind and body.###11.573034###2000-10-27###7390108###102###Released######7.9###2443;;;;;;;
642###Butch Cassidy and the Sundance Kid###6000000######In late 1890s Wyoming, Butch Cassidy is the affable, clever and talkative leader of the outlaw Hole in the Wall Gang. His closest companion is the laconic dead-shot 'Sundance Kid'. As the west rapidly becomes civilized, the law finally catches up to Butch, Sundance and their gang.  Chased doggedly by a special posse, the two decide to make their way to South America in hopes of evading their pursuers once and for all.###24.499996###1969-09-23###102308889###110###Released###Not that it matters, but most of it is true.###7.4###650;;;;;;;
644###A.I. Artificial Intelligence###100000000######A robotic boy, the first programmed to love, David is adopted as a test case by a Cybertronics employee and his wife. Though he gradually becomes their child, a series of unexpected circumstances make this life impossible for David. Without final acceptance by humans or machines, David embarks on a journey to discover where he truly belongs, uncovering a world in which the line between robot and machine is both vast and profoundly thin.###34.035114###2001-06-29###235926552###146###Released###David is 11 years old. He weighs 60 pounds. He is 4 feet, 6 inches tall. He has brown hair. His love is real. But he is not.###6.8###1974;;;;;;;
646###Dr. No###950000###http://www.mgm.com/#/our-titles/566/Dr.-No###In the film that launched the James Bond saga, Agent 007 battles mysterious Dr. No, a scientific genius bent on destroying the U.S. space program. As the countdown to disaster begins, Bond must go to Jamaica, where he encounters beautiful Honey Ryder, to confront a megalomaniacal villain in his massive island headquarters.###48.901542###1962-10-04###59600000###110###Released###NOW meet the most extraordinary gentleman spy in all fiction!###6.9###940;;;;;;;
650###Boyz n the Hood###6500000######Boyz n the Hood is the popular and successful film and social criticism from John Singleton about the conditions in South Central Los Angeles where teenagers are involved in gun fights and drug dealing on a daily basis.###17.705671###1991-07-12###57504069###112###Released###Once upon a time in South Central L.A... It ain't no fairy tale.###7.4###364;;;;;;;
652###Troy###175000000######In year 1250 B.C. during the late Bronze age, two emerging nations begin to clash. Paris, the Trojan prince, convinces Helen, Queen of Sparta, to leave her husband Menelaus, and sail with him back to Troy. After Menelaus finds out that his wife was taken by the Trojans, he asks his brother Agamemnom to help him get her back. Agamemnon sees this as an opportunity for power. So they set off with 1,000 ships holding 50,000 Greeks to Troy. With the help of Achilles, the Greeks are able to fight the never before defeated Trojans.###66.803149###2004-05-13###497409852###163###Released###For passion. For honor. For destiny. For victory. For love.###6.9###2759;;;;;;;
654###On the Waterfront###910000######Terry Malloy dreams about being a prize fighter, while tending his pigeons and running errands at the docks for Johnny Friendly, the corrupt boss of the dockers union. Terry witnesses a murder by two of Johnny's thugs, and later meets the dead man's sister and feels responsible for his death. She introduces him to Father Barry, who tries to force him to provide information for the courts that will smash the dock racketeers.###16.015599###1954-06-22###9600000###108###Released###The Man Lived by the Jungle Law of the Docks!###8.0###357;;;;;;;
657###From Russia with Love###2000000###http://www.mgm.com/view/movie/717/From-Russia-With-Love/###Agent 007 is back in the second installment of the James Bond series, this time battling a secret crime organization known as SPECTRE. Russians Rosa Klebb and Kronsteen are out to snatch a decoding device known as the Lektor, using the ravishing Tatiana to lure Bond into helping them. Bond willingly travels to meet Tatiana in Istanbul, where he must rely on his wits to escape with his life in a series of deadly encounters with the enemy###41.298723###1963-10-11###78898765###115###Released###The world's masters of murder pull out all the stops to destroy Agent 007!###6.9###760;;;;;;;
658###Goldfinger###2500000###http://www.mgm.com/view/movie/760/Goldfinger/###Special agent 007 (Sean Connery) comes face to face with one of the most notorious villains of all time, and now he must outwit and outgun the powerful tycoon to prevent him from cashing in on a devious scheme to raid Fort Knox -- and obliterate the world's economy.###47.812466###1964-09-17###124881062###110###Released###Everything he touches turns into excitement!###7.2###987;;;;;;;
660###Thunderball###5500000###http://www.mgm.com/view/movie/2009/Thunderball/###A criminal organization has obtained two nuclear bombs and are asking for a 100 million pound ransom in the form of diamonds in seven days or they will use the weapons. The secret service sends James Bond to the Bahamas to once again save the world.###31.036###1965-12-16###141195658###130###Released###Look up!  Look down!  Look out!###6.5###562;;;;;;;
663###Saw IV###10000000###http://movies.break.com/saw4/###Jigsaw and his apprentice Amanda are dead. Now, upon the news of Detective Kerry's murder, two seasoned FBI profilers, Agent Strahm and Agent Perez, arrive in the terrified community to assist the veteran Detective Hoffman in sifting through Jigsaw's latest grisly remains and piecing together the puzzle. However, when SWAT Commander Rigg is abducted and thrust into a game, the last officer untouched by Jigsaw has but ninety minutes to overcome a series of demented traps and save an old friend...or face the deadly consequences.###29.244768###2007-10-25###139352633###93###Released###You think it is over...but the games have just begun###5.9###903;;;;;;;
664###Twister###92000000######TV weatherman Bill Harding is trying to get his tornado-hunter wife, Jo, to sign divorce papers so he can marry his girlfriend Melissa. But Mother Nature, in the form of a series of intense storms sweeping across Oklahoma, has other plans. Soon the three have joined the team of stormchasers as they attempt to insert a revolutionary measuring device into the very heart of several extremely violent tornados.###32.079995###1996-05-10###494471524###113###Released###The Dark Side of Nature.###6.1###950;;;;;;;
666###Central do Brasil###2900000######An emotive journey of a former school teacher, who writes letters for illiterate people, and a young boy, whose mother has just died, as they search for the father he never knew.###5.928937###1998-01-16###5596708###113###Released###He was looking for the father he never knew. She was looking for a second chance.###7.6###126;;;;;;;
667###You Only Live Twice###9500000###http://www.mgm.com/view/movie/2347/You-Only-Live-Twice/###A mysterious space craft kidnaps a Russian and American space capsule and brings the world on the verge of another World War. James Bond investigates the case in Japan and meets with his archenemy Blofeld. The fifth film from the legendary James Bond series starring Sean Connery as the British super agent.###28.675891###1967-06-12###111584787###117###Released###You Only Live Twice...and Twice is the only way to live!###6.5###531;;;;;;;
668###On Her Majesty's Secret Service###6500000###http://www.mgm.com/view/movie/1411/On-Her-Majesty%E2%80%99s-Secret-Service/###James Bond tracks archnemesis Ernst Blofeld to a mountaintop retreat where he's training an army of beautiful but lethal women. Along the way, Bond falls for Italian contessa Tracy Draco -- and marries her in order to get closer to Blofeld. Meanwhile, he locates Blofeld in the Alps and embarks on a classic ski chase.###25.289665###1969-12-12###81974493###142###Released###Far up! Far out! Far more! James Bond 007 is back!###6.5###456;;;;;;;
670###올드보이###3000000######With no clue how he came to be imprisoned, drugged and tortured for 15 years, a desperate businessman seeks revenge on his captors.###56.76349###2003-01-01###14980005###120###Released###15 years of imprisonment, five days of vengeance###8.0###1945;;;;;;;
671###Harry Potter and the Philosopher's Stone###125000000###http://harrypotter.warnerbros.com/harrypotterandthedeathlyhallows/mainsite/index.html###Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard -- with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths -- and about the villain who's to blame.###109.984351###2001-11-16###976475550###152###Released###Let the Magic Begin.###7.5###7006;;;;;;;
672###Harry Potter and the Chamber of Secrets###100000000######Ignoring threats to his life, Harry returns to Hogwarts to investigate – aided by Ron and Hermione – a mysterious series of attacks.###132.397737###2002-11-13###876688482###161###Released###Hogwarts is back in session.###7.4###5815;;;;;;;
673###Harry Potter and the Prisoner of Azkaban###130000000######Harry, Ron and Hermione return to Hogwarts for another magic-filled year. Harry comes face to face with danger yet again, this time in the form of escaped convict, Sirius Black – and turns to sympathetic Professor Lupin for help.###79.679601###2004-05-31###789804554###141###Released###Something wicked this way comes.###7.7###5877;;;;;;;
674###Harry Potter and the Goblet of Fire###150000000###http://harrypotter.warnerbros.com/###Harry starts his fourth year at Hogwarts, competes in the treacherous Triwizard Tournament and faces the evil Lord Voldemort. Ron and Hermione help Harry manage the pressure – but Voldemort lurks, awaiting his chance to destroy Harry and all that he stands for.###101.250416###2005-11-05###895921036###157###Released###Dark And Difficult Times Lie Ahead.###7.5###5608;;;;;;;
675###Harry Potter and the Order of the Phoenix###150000000###http://www.harrypotterorderofthephoenix.com/###Returning for his fifth year of study at Hogwarts, Harry is stunned to find that his warnings about the return of Lord Voldemort have been ignored. Left with no choice, Harry takes matters into his own hands, training a small group of students – dubbed 'Dumbledore's Army' – to defend themselves against the dark arts.###78.144395###2007-06-28###938212738###138###Released###Evil Must Be Confronted.###7.4###5494;;;;;;;
676###Pearl Harbor###140000000######The lifelong friendship between Rafe McCawley and Danny Walker is put to the ultimate test when the two ace fighter pilots become entangled in a love triangle with beautiful Naval nurse Evelyn Johnson. But the rivalry between the friends-turned-foes is immediately put on hold when they find themselves at the center of Japan's devastating attack on Pearl Harbor on Dec. 7, 1941.###34.20669###2001-05-21###449220945###183###Released###It takes a moment to change history. It takes love to change lives.###6.6###1791;;;;;;;
679###Aliens###18500000######When Ripley's lifepod is found by a salvage crew over 50 years later, she finds that terra-formers are on the very planet they found the alien species. When the company sends a family of colonists out to investigate her story, all contact is lost with the planet and colonists. They enlist Ripley and the colonial marines to return and search for answers.###67.66094###1986-07-18###183316455###137###Released###This Time It's War###7.7###3220;;;;;;;
680###Pulp Fiction###8000000######A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time.###121.463076###1994-10-08###213928762###154###Released###Just because you are a character doesn't mean you have character.###8.3###8428;;;;;;;
681###Diamonds Are Forever###7200000###http://www.mgm.com/view/movie/529/Diamonds-Are-Forever/###Diamonds are stolen only to be sold again in the international market. James Bond infiltrates a smuggling mission to find out who’s guilty. The mission takes him to Las Vegas where Bond meets his archenemy Blofeld.###34.634181###1971-12-13###116019547###120###Released###The man who made 007 a household number###6.3###553;;;;;;;
682###The Man with the Golden Gun###7000000###http://www.mgm.com/view/movie/1213/The-Man-with-the-Golden-Gun/###A golden bullet has 007 engraved on it as it smashes into the secret service headquarters. The bullet came from the professional killer Scaramanga who has yet to miss a target and James Bond begins a mission to try and stop him.###30.214716###1974-12-01###97572000###125###Released###The man with the golden gun is ready to assassinate James Bond.###6.3###524;;;;;;;
686###Contact###90000000###http://www.warnerbros.com/contact###Contact is a science fiction film about an encounter with alien intelligence. Based on the novel by Carl Sagan the film starred Jodie Foster as the one chosen scientist who must make some difficult decisions between her beliefs, the truth, and reality.###55.249434###1997-07-11###171120329###150###Released###If it's just us, it seems like an awful waste of space.###7.2###1308;;;;;;;
687###Dead Man Walking###11000000######A justice drama based on a true story about a man on death row who in his last days forms a strong relationship with a nun who teaches him forgiveness and gives him spirituality as she accompanies him to his execution. Susan Sarandon won an Oscar for best female actress for her convincing portrayal of Sister Helen Prejean.###15.864928###1995-12-29###39363635###122###Released######7.3###337;;;;;;;
688###The Bridges of Madison County###24000000######Photographer Robert Kincaid wanders into the life of housewife Francesca Johnson for four days in the 1960s.###17.606087###1995-05-28###182016617###135###Released###The path of Francesca Johnson's future seems destined due to an unexpected fork in the road...###7.3###385;;;;;;;
691###The Spy Who Loved Me###14000000###http://www.mgm.com/view/movie/1891/The-Spy-Who-Loved-Me/###Russian and British submarines with nuclear missiles on board both vanish from sight without a trace. England and Russia both blame each other as James Bond tries to solve the riddle of the disappearing ships. But the KGB also has an agent on the case.###27.17347###1977-07-07###185438673###125###Released###It's the BIGGEST. It's the BEST. It's BOND. And B-E-Y-O-N-D.###6.6###507;;;;;;;
692###Pink Flamingos###12000######Notorious Baltimore criminal and underground figure Divine goes up against Connie &amp; Raymond Marble, a sleazy married couple who make a passionate attempt to humiliate her and seize her tabloid-given title as The Filthiest Person Alive.###4.553644###1972-03-12###6000000###93###Released###An exercise in poor taste.###6.2###110;;;;;;
693###Meet the Fockers###80000000###http://www.meetthefockers.com/index.php###Hard-to-crack ex-CIA man, Jack Byrnes and his wife, Dina head for the warmer climes of Florida to meet son-in-law-to-be, Greg Focker's parents. Unlike their happily matched offspring, the future in-laws find themselves in a situation of opposites that definitely do not attract.###32.829538###2004-12-22###516642939###115###Released###Misery loves family.###6.1###1373;;;;;;;
694###The Shining###19000000######Jack Torrance accepts a caretaker job at the Overlook Hotel, where he, along with his wife Wendy and their son Danny, must live isolated from the rest of the world for the winter. But they aren't prepared for the madness that lurks within.###78.699993###1980-05-22###44017374###144###Released###A masterpiece of modern horror.###8.1###3757;;;;;;;
698###Moonraker###34000000###http://www.mgm.com/view/movie/1292/Moonraker/###During the transportation of a Space Shuttle a Boeing 747 crashes in the Atlantic Ocean yet when they go to look for the destroyed shuttle it is not there. James Bond investigates the missing mission space shuttle and soon learns that the shuttles owner Hugo Drax wants to kill all of mankind.###29.887404###1979-06-26###210308099###126###Released###Outer space now belongs to 007.###5.9###541;;;;;;;
699###For Your Eyes Only###28000000###http://www.mgm.com/view/movie/695/For-Your-Eyes-Only/###A British spy ship has sunk and on board was a hi-tech encryption device. James Bond is sent to find the device that holds British launching instructions before the enemy Soviets get to it first.###26.090746###1981-06-23###195312802###127###Released###No one comes close to James Bond, 007.###6.3###490;;;;;;;
700###Octopussy###27500000###http://www.mgm.com/view/movie/1394/Octopussy/###James Bond is sent to investigate after a fellow “00” agent is found dead with a priceless Farberge egg. James bond follows the mystery and uncovers a smuggling scandal and a Russian General who wants to provoke a new World War.###25.633663###1983-06-05###187500000###131###Released###James Bond’s all time high.###6.2###527;;;;;;;
702###A Streetcar Named Desire###1800000######Disturbed Blanche DuBois moves in with her sister in New Orleans and is tormented by her brutish brother-in-law while her reality crumbles around her.###14.884756###1951-09-18###8000000###125###Released###...Blanche, who wanted so much to stay a lady...###7.6###281;;;;;;;
703###Annie Hall###4000000######In the city of New York, comedian Alvy Singer falls in love with the ditsy Annie Hall.###35.892034###1977-04-19###38251425###93###Released###A nervous romance.###7.8###1010;;;;;;;
704###A Hard Day's Night###560000###http://www.thebeatles.com/film/hard-days-night###Capturing John Lennon, Paul McCartney, George Harrison and Ringo Starr in their electrifying element, 'A Hard Day's Night' is a wildly irreverent journey through this pastiche of a day in the life of The Beatles during 1964. The band have to use all their guile and wit to avoid the pursuing fans and press to reach their scheduled television performance, in spite of Paul's troublemaking grandfather and Ringo's arrest.###10.730056###1964-07-06###12299668###88###Released###The Beatles, starring in their first full-length, hilarious, action-packed film!###7.3###168;;;;;;;
707###A View to a Kill###30000000###http://www.mgm.com/view/movie/2101/A-View-to-a-Kill/###A newly developed microchip designed by Zorin Industries for the British Government that can survive the electromagnetic radiation caused by a nuclear explosion has landed in the hands of the KGB. James Bond must find out how and why. His suspicions soon lead him to big industry leader Max Zorin.###27.230493###1985-05-24###152427960###131###Released###Has James Bond finally met his match?###6.0###506;;;;;;;
708###The Living Daylights###40000000###http://www.mgm.com/view/movie/1132/The-Living-Daylights/###James Bond helps a Russian General escape into the west. He soon finds out that the KGB wants to kill him for helping the General. A little while later the General is kidnapped from the Secret Service leading 007 to be suspicious.###23.331459###1987-06-29###191185897###130###Released###Licensed to thrill.###6.2###440;;;;;;;
709###Licence to Kill###32000000###http://www.mgm.com/view/movie/1111/License-to-Kill/###James Bond and his American colleague Felix Leiter arrest the drug lord Sanchez who succeeds in escaping and takes revenge on Felix and his wife. Bond knows but just one thing: revenge.###28.22119###1989-07-07###156167015###133###Released###His bad side is a dangerous place to be.###5.9###541;;;;;;;
710###GoldenEye###58000000###http://www.mgm.com/view/movie/757/Goldeneye/###James Bond must unmask the mysterious head of the Janus Syndicate and prevent the leader from utilizing the GoldenEye weapons system to inflict devastating revenge on Britain.###59.824565###1995-11-16###352194034###130###Released###No limits. No fears. No substitutes.###6.6###1174;;;;;;;
711###Finding Forrester###43000000######Gus van Sant tells the story of a young African American man named Jamal who confronts his talents while living on the streets of the Bronx. He accidentally runs into an old writer named Forrester who discovers his passion for writing. With help from his new mentor Jamal receives a scholarship to a private school.###19.043286###2000-12-21###80049764###136###Released###In an ordinary place, he found the one person to make his life extraordinary.###7.0###302;;;;;;;
712###Four Weddings and a Funeral###6000000###http://workingtitlefilms.com/film.php?filmID=59###Four Weddings And A Funeral is a British comedy about a British Man named Charles and an American Woman named Carrie who go through numerous weddings before they determine if they are right for one another.###29.834065###1994-03-09###254700832###117###Released###Five good reasons to stay single.###6.6###632;;;;;;;
713###The Piano###7000000######After a long voyage from Scotland, pianist Ada McGrath and her young daughter, Flora, are left with all their belongings, including a piano, on a New Zealand beach. Ada, who has been mute since childhood, has been sold into marriage to a local man named Alisdair Stewart. Making little attempt to warm up to Alisdair, Ada soon becomes intrigued by his Maori-friendly acquaintance, George Baines, leading to tense, life-altering conflicts.###17.681707###1993-05-19###116700000###121###Released######7.1###281;;;;;;;
714###Tomorrow Never Dies###110000000###http://www.mgm.com/view/movie/2029/Tomorrow-Never-Dies/###A deranged media mogul is staging international incidents to pit the world's superpowers against each other. Now 007 must take on this evil mastermind in an adrenaline-charged battle to end his reign of terror and prevent global pandemonium.###42.887121###1997-12-11###333011068###119###Released###Yesterday is a memory. Today is history. Tomorrow is in the hands of one man.###6.0###925;;;;;;;
744###Top Gun###15000000######For Lieutenant Pete 'Maverick' Mitchell and his friend and Co-Pilot Nick 'Goose' Bradshaw being accepted into an elite training school for fighter pilots is a dream come true.  A tragedy, as well as personal demons, threaten Pete's dreams of becoming an Ace pilot.###58.900647###1986-05-16###356830601###110###Released###Up there with the best of the best.###6.7###1698;;;;;;;
745###The Sixth Sense###40000000######A psychological thriller about an eight year old boy named Cole Sear who believes he can see into the world of the dead. A child psychologist named Malcolm Crowe comes to Cole to help him deal with his problem, learning that he really can see ghosts of dead people.###73.085576###1999-08-06###672806292###107###Released###Not every gift is a blessing.###7.7###3147;;;;;;;
746###The Last Emperor###23000000######A dramatic history of Pu Yi, the last of the Emperors of China, from his lofty birth and brief reign in the Forbidden City, the object of worship by half a billion people; through his abdication, his decline and dissolute lifestyle; his exploitation by the invading Japanese, and finally to his obscure existence as just another peasant worker in the People's Republic.###21.189028###1987-10-21###43984230###163###Released###He was the Lord of Ten Thousand Years, the absolute monarch of China. He was born to rule a world of ancient tradition. Nothing prepared him for our world of change.###7.4###355;;;;;
747###Shaun of the Dead###4000000######Shaun lives a supremely uneventful life, which revolves around his girlfriend, his mother, and, above all, his local pub. This gentle routine is threatened when the dead return to life and make strenuous attempts to snack on ordinary Londoners.###49.12486###2004-04-09###30039392###99###Released###A romantic comedy. With zombies.###7.5###2420;;;;;;;
752###V for Vendetta###54000000###http://vforvendetta.warnerbros.com/###In a world in which Great Britain has become a fascist state, a masked vigilante known only as 'V' conducts guerrilla warfare against the oppressive British government. When 'V' rescues a young woman from the secret police, he finds in her an ally with whom he can continue his fight to free the people of Britain.###84.630969###2006-03-15###132511035###132###Released###People should not be afraid of their governments. Governments should be afraid of their people.###7.7###4442;;;;;;;
754###Face/Off###80000000######An antiterrorism agent goes under the knife to acquire the likeness of a terrorist and gather details about a bombing plot. When the terrorist escapes custody, he undergoes surgery to look like the agent so he can get close to the agent's family.###46.075037###1997-06-27###245676146###138###Released###In order to catch him, he must become him.###6.8###1583;;;;;;;
755###From Dusk Till Dawn###19000000###http://www.miramax.com/movie/from-dusk-till-dawn/###Seth Gecko and his younger brother Richard are on the run after a bloody bank robbery in Texas. They escape across the border into Mexico and will be home-free the next morning, when they pay off the local kingpin. They just have to survive 'from dusk till dawn' at the rendezvous point, which turns out to be a Hell of a strip joint.###64.181668###1996-01-19###25836616###108###Released###One night is all that stands between them and freedom. But it's going to be a hell of a night.###6.9###1603;;;;;;;
756###Fantasia###2280000###http://movies.disney.com/fantasia###Walt Disney's timeless masterpiece is an extravaganza of sight and sound! See the music come to life, hear the pictures burst into song and experience the excitement that is Fantasia over and over again.###32.875469###1940-11-13###83320000###124###Released###The most sensational sound you'll ever see!###7.2###808;;;;;;;
762###Monty Python and the Holy Grail###400000###http://www.sonypictures.com/cthe/montypython/###King Arthur, accompanied by his squire, recruits his Knights of the Round Table, including Sir Bedevere the Wise, Sir Lancelot the Brave, Sir Robin the Not-Quite-So-Brave-As-Sir-Lancelot and Sir Galahad the Pure. On the way, Arthur battles the Black Knight who, despite having had all his limbs chopped off, insists he can still fight. They reach Camelot, but Arthur decides not  to enter, as it is a silly place.###64.782984###1975-03-13###5028948###91###Released###And now! At Last! Another film completely different from some of the other films which aren't quite the same as this one is.###7.8###1708;;;;;;;
764###The Evil Dead###350000######When a group of college students finds a mysterious book and recording in the old wilderness cabin they've rented for the weekend, they unwittingly unleash a demonic force from the surrounding forest.###35.037625###1981-10-15###29400000###85###Released###The Ultimate Experience In Grueling Terror###7.3###894;;;;;;;
765###Evil Dead II###3600000######Ash Williams and his girlfriend Linda find a log cabin in the woods with a voice recording from an archeologist who had recorded himself reciting ancient chants from “The Book of the Dead.” As they play the recording an evil power is unleashed taking over Linda’s body.###35.674774###1987-03-13###5923044###84###Released###The Sequel To The Ultimate Experience In Grueling Terror###7.6###742;;;;;;;
766###Army of Darkness###11000000######A man is accidentally transported to 1300 A.D., where he must battle an army of the dead and retrieve the Necronomicon so he can return home.###33.758281###1992-10-09###0###81###Released###Trapped in time. Surrounded by evil. Low on gas.###7.3###838;;;;;;;
767###Harry Potter and the Half-Blood Prince###250000000###http://harrypotter.warnerbros.com/harrypotterandthehalf-bloodprince/dvd/index.html###As Harry begins his sixth year at Hogwarts, he discovers an old book marked as 'Property of the Half-Blood Prince', and begins to learn more about Lord Voldemort's dark past.###98.885637###2009-07-07###933959197###153###Released###Dark Secrets Revealed###7.4###5293;;;;;;;
768###From Hell###35000000######Frederick Abberline is an opium-huffing inspector from Scotland Yard who falls for one of Jack the Ripper's prostitute targets in this Hughes brothers adaption of a graphic novel that posits the Ripper's true identity.###26.134678###2001-10-19###74558115###122###Released###Only the legend will survive.###6.6###741;;;;;;;
